Time;Bx;By;Bz;I;Azimuth;Pitch;Roll;
36.4250;5.0081;−10.5395;−12.0776;20.0000;−153.297;−5.849;1.701;
36.4410;5.0081;−10.5395;−12.0776;20.0000;−153.297;−5.849;1.701;
36.4850;5.6133;−10.1232;−12.1395;20.0000;−149.226;−5.849;1.701;
36.4950;5.6133;−10.1232;−12.1395;20.0000;−150.580;−4.583;2.243;
36.5650;5.6133;−10.1232;−12.1395;20.0000;−149.541;−5.085;1.519;
36.6350;5.6133;−10.1232;−12.1395;20.0000;−150.147;−4.756;1.918;
36.6430;5.6133;−10.1232;−12.1395;18.0000;−150.147;−4.756;1.918;
36.6860;5.1753;−10.7987;−12.6055;18.0000;−153.913;−4.756;1.918;
36.7050;5.1753;−10.7987;−12.6055;18.0000;−154.432;−4.786;2.426;
36.7750;5.1753;−10.7987;−12.6055;18.0000;−151.714;−4.899;−0.164;
36.8420;5.1753;−10.7987;−12.6055;18.0000;−151.714;−4.899;−0.164;
36.8450;5.1753;−10.7987;−12.6055;18.0000;−153.655;−4.073;1.306;
36.8850;5.4401;−9.4614;−12.2561;18.0000;−148.916;−4.073;1.306;
36.9150;5.4401;−9.4614;−12.2561;18.0000;−150.850;−1.997;1.893;
36.9850;5.4401;−9.4614;−12.2561;18.0000;−150.776;−1.836;1.729;
37.0420;5.4401;−9.4614;−12.2561;18.0000;−150.776;−1.836;1.729;
37.0550;5.4401;−9.4614;−12.2561;18.0000;−148.842;−3.353;0.771;
37.0850;3.7141;−10.4289;−11.8172;18.0000;−159.906;−3.353;0.771;
37.1250;3.7141;−10.4289;−11.8172;18.0000;−159.299;−4.074;0.490;
37.1950;3.7141;−10.4289;−11.8172;18.0000;−159.259;−5.403;0.995;
37.2400;3.7141;−10.4289;−11.8172;18.0000;−159.259;−5.403;0.995;
37.2650;3.7141;−10.4289;−11.8172;18.0000;−160.349;−5.556;2.027;
37.2850;4.2412;−10.6365;−12.9739;18.0000;−157.918;−5.556;2.027;
37.3350;4.2412;−10.6365;−12.9739;18.0000;−159.367;−2.994;2.194;
37.4050;4.2412;−10.6365;−12.9739;18.0000;−158.560;−6.228;2.848;
37.4410;4.2412;−10.6365;−12.9739;18.0000;−158.560;−6.228;2.848;
37.4750;4.2412;−10.6365;−12.9739;18.0000;−159.159;−4.936;2.798;
37.4850;4.9356;−10.4436;−14.6629;18.0000;−155.210;−4.936;2.798;
37.5450;4.9356;−10.4436;−14.6629;18.0000;−156.641;2.222;0.710;
37.6150;4.9356;−10.4436;−14.6629;18.0000;−154.780;−0.430;0.268;
37.6400;4.9356;−10.4436;−14.6629;18.0000;−154.780;−0.430;0.268;
37.6860;4.9356;−10.4436;−14.6629;18.0000;−157.542;−2.962;3.651;
37.6870;5.3101;−9.5912;−15.3919;18.0000;−153.773;−2.962;3.651;
37.7550;5.3101;−9.5912;−15.3919;18.0000;−149.340;−4.141;1.121;
37.8250;5.3101;−9.5912;−15.3919;18.0000;−146.843;−3.197;−1.460;
37.8400;5.3101;−9.5912;−15.3919;18.0000;−146.843;−3.197;−1.460;
37.8850;5.6232;−8.9992;−15.1661;18.0000;−143.596;−3.197;−1.460;
37.8950;5.6232;−8.9992;−15.1661;18.0000;−144.173;−2.118;−1.785;
37.9650;5.6232;−8.9992;−15.1661;18.0000;−145.335;−1.537;−1.208;
38.0350;5.6232;−8.9992;−15.1661;18.0000;−146.517;−2.750;0.605;
38.0410;5.6232;−8.9992;−15.1661;18.0000;−146.517;−2.750;0.605;
38.0850;5.6371;−8.4723;−15.5483;18.0000;−144.646;−2.750;0.605;
38.1050;5.6371;−8.4723;−15.5483;18.0000;−146.684;−1.866;1.493;
38.1750;5.6371;−8.4723;−15.5483;18.0000;−146.728;−0.998;0.945;
38.2430;5.6371;−8.4723;−15.5483;19.0000;−146.728;−0.998;0.945;
38.2450;5.6371;−8.4723;−15.5483;19.0000;−143.117;−1.090;−1.853;
38.2880;5.6204;−8.2514;−15.6037;19.0000;−142.425;−1.090;−1.853;
38.3150;5.6204;−8.2514;−15.6037;19.0000;−145.988;1.955;−1.110;
38.3850;5.6204;−8.2514;−15.6037;19.0000;−145.918;3.422;−2.121;
38.4430;5.6204;−8.2514;−15.6037;19.0000;−145.918;3.422;−2.121;
38.4550;5.6204;−8.2514;−15.6037;19.0000;−147.213;3.881;−1.316;
38.4860;6.1853;−7.5851;−15.6544;19.0000;−142.791;3.881;−1.316;
38.5250;6.1853;−7.5851;−15.6544;19.0000;−137.779;3.900;−6.001;
38.5950;6.1853;−7.5851;−15.6544;19.0000;−132.894;0.163;−7.631;
38.6420;6.1853;−7.5851;−15.6544;20.0000;−132.894;0.163;−7.631;
38.6650;6.1853;−7.5851;−15.6544;20.0000;−134.721;0.163;−5.673;
38.6850;6.5255;−5.8109;−15.7763;20.0000;−126.014;0.163;−5.673;
38.7350;6.5255;−5.8109;−15.7763;20.0000;−121.134;−3.354;−6.045;
38.8050;6.5255;−5.8109;−15.7763;20.0000;−124.614;−2.180;−3.848;
38.8410;6.5255;−5.8109;−15.7763;20.0000;−124.614;−2.180;−3.848;
38.8750;6.5255;−5.8109;−15.7763;20.0000;−130.412;−0.177;−0.884;
38.8850;8.0765;−3.5998;−17.0454;20.0000;−113.047;−0.177;−0.884;
38.9450;8.0765;−3.5998;−17.0454;20.0000;−127.160;5.927;3.226;
39.0150;8.0765;−3.5998;−17.0454;20.0000;−128.719;8.632;1.373;
39.0400;8.0765;−3.5998;−17.0454;21.0000;−128.719;8.632;1.373;
39.0860;8.0765;−3.5998;−17.0454;21.0000;−138.436;4.225;11.920;
39.0870;11.7159;−0.6390;−17.8452;21.0000;−105.123;4.225;11.920;
39.1550;11.7159;−0.6390;−17.8452;21.0000;−120.227;15.999;5.411;
39.2250;11.7159;−0.6390;−17.8452;21.0000;−110.366;9.026;6.170;
39.2410;11.7159;−0.6390;−17.8452;20.0000;−110.366;9.026;6.170;
39.2860;16.2714;4.7526;−18.3675;20.0000;−83.754;9.026;6.170;
39.2950;16.2714;4.7526;−18.3675;20.0000;−77.981;5.710;11.493;
39.3650;16.2714;4.7526;−18.3675;20.0000;−66.455;−3.158;8.209;
39.4350;16.2714;4.7526;−18.3675;20.0000;−66.172;0.054;15.648;
39.4410;16.2714;4.7526;−18.3675;20.0000;−66.172;0.054;15.648;
39.4860;17.8496;10.8227;−19.8649;20.0000;−47.605;0.054;15.648;
39.5050;17.8496;10.8227;−19.8649;20.0000;−42.725;−3.041;17.217;
39.5750;17.8496;10.8227;−19.8649;20.0000;−52.470;3.400;14.683;
39.6410;17.8496;10.8227;−19.8649;21.0000;−52.470;3.400;14.683;
39.6450;17.8496;10.8227;−19.8649;21.0000;−51.625;1.154;12.636;
39.6850;17.8560;15.7614;−20.2415;21.0000;−40.378;1.154;12.636;
39.7150;17.8560;15.7614;−20.2415;21.0000;−39.839;−1.141;11.321;
39.7850;17.8560;15.7614;−20.2415;21.0000;−40.684;−2.312;9.347;
39.8430;17.8560;15.7614;−20.2415;20.0000;−40.684;−2.312;9.347;
39.8550;17.8560;15.7614;−20.2415;20.0000;−39.887;−5.766;7.681;
39.8860;15.3337;20.3990;−21.1157;20.0000;−28.697;−5.766;7.681;
39.9250;15.3337;20.3990;−21.1157;20.0000;−28.170;−7.915;7.344;
39.9950;15.3337;20.3990;−21.1157;20.0000;−25.266;−7.872;10.898;
40.0420;15.3337;20.3990;−21.1157;20.0000;−25.266;−7.872;10.898;
40.0650;15.3337;20.3990;−21.1157;20.0000;−34.668;−2.031;1.890;
40.0860;12.3317;25.5225;−21.5621;20.0000;−23.838;−2.031;1.890;
40.1350;12.3317;25.5225;−21.5621;20.0000;−26.701;−1.036;−1.866;
40.2050;12.3317;25.5225;−21.5621;20.0000;−26.646;1.198;−0.659;
40.2500;12.3317;25.5225;−21.5621;21.0000;−26.646;1.198;−0.659;
40.2750;12.3317;25.5225;−21.5621;21.0000;−23.748;−3.487;1.420;
40.2850;7.5163;26.2576;−22.2400;21.0000;−14.172;−3.487;1.420;
40.3450;7.5163;26.2576;−22.2400;21.0000;−13.276;−4.691;2.322;
40.4150;7.5163;26.2576;−22.2400;21.0000;−8.579;−7.646;7.899;
40.4420;7.5163;26.2576;−22.2400;20.0000;−8.579;−7.646;7.899;
40.4860;7.5163;26.2576;−22.2400;20.0000;−7.454;−7.807;9.320;
40.4880;3.9073;25.5688;−22.3230;20.0000;−0.485;−7.807;9.320;
40.5550;3.9073;25.5688;−22.3230;20.0000;−2.453;−8.602;6.822;
40.6250;3.9073;25.5688;−22.3230;20.0000;−4.944;−7.876;3.702;
40.6410;3.9073;25.5688;−22.3230;20.0000;−4.944;−7.876;3.702;
40.6860;3.2791;26.3446;−22.6546;20.0000;−3.543;−7.876;3.702;
40.6950;3.2791;26.3446;−22.6546;20.0000;−6.473;0.282;0.764;
40.7650;3.2791;26.3446;−22.6546;20.0000;−2.839;−0.335;4.948;
40.8350;3.2791;26.3446;−22.6546;20.0000;−1.059;−3.443;6.955;
40.8420;3.2791;26.3446;−22.6546;21.0000;−1.059;−3.443;6.955;
40.8860;4.1028;25.6653;−22.7989;21.0000;−2.781;−3.443;6.955;
40.9050;4.1028;25.6653;−22.7989;21.0000;−0.767;−0.903;9.340;
40.9750;4.1028;25.6653;−22.7989;21.0000;4.325;−7.366;15.524;
41.0420;4.1028;25.6653;−22.7989;22.0000;4.325;−7.366;15.524;
41.0450;4.1028;25.6653;−22.7989;22.0000;1.032;−7.670;11.473;
41.0860;5.2234;23.9476;−22.7630;22.0000;−1.262;−7.670;11.473;
41.1150;5.2234;23.9476;−22.7630;22.0000;0.833;−5.151;13.849;
41.1850;5.2234;23.9476;−22.7630;22.0000;−0.113;−6.587;12.796;
41.2400;5.2234;23.9476;−22.7630;22.0000;−0.113;−6.587;12.796;
41.2550;5.2234;23.9476;−22.7630;22.0000;−9.396;−9.311;1.755;
41.2850;6.2618;19.5633;−21.2899;22.0000;−13.828;−9.311;1.755;
41.3250;6.2618;19.5633;−21.2899;22.0000;−14.252;−10.391;1.056;
41.3950;6.2618;19.5633;−21.2899;22.0000;−18.048;−17.004;−4.923;
41.4430;6.2618;19.5633;−21.2899;22.0000;−18.048;−17.004;−4.923;
41.4650;6.2618;19.5633;−21.2899;22.0000;−19.910;−21.803;−8.358;
41.4850;5.4512;13.9022;−20.7449;22.0000;−22.564;−21.803;−8.358;
41.5350;5.4512;13.9022;−20.7449;22.0000;−19.029;−20.205;−4.093;
41.6050;5.4512;13.9022;−20.7449;22.0000;−18.248;−5.473;0.646;
41.6420;5.4512;13.9022;−20.7449;22.0000;−18.248;−5.473;0.646;
41.6750;5.4512;13.9022;−20.7449;22.0000;−22.327;−10.047;−4.530;
41.6860;6.1778;9.6083;−20.1037;22.0000;−31.039;−10.047;−4.530;
41.7450;6.1778;9.6083;−20.1037;22.0000;−31.633;−11.579;−5.846;
41.8150;6.1778;9.6083;−20.1037;22.0000;−32.033;−7.994;−4.270;
41.8430;6.1778;9.6083;−20.1037;23.0000;−32.033;−7.994;−4.270;
41.8860;6.1778;9.6083;−20.1037;23.0000;−25.324;−14.882;−1.818;
41.8870;4.4226;8.4928;−19.9067;23.0000;−20.825;−14.882;−1.818;
41.9550;4.4226;8.4928;−19.9067;23.0000;−28.503;−12.316;−6.760;
42.0250;4.4226;8.4928;−19.9067;23.0000;−35.083;−5.427;−8.167;
42.0410;4.4226;8.4928;−19.9067;23.0000;−35.083;−5.427;−8.167;
42.0850;3.6953;8.8870;−19.9357;23.0000;−31.324;−5.427;−8.167;
42.0950;3.6953;8.8870;−19.9357;23.0000;−37.301;−4.622;−12.415;
42.1690;3.6953;8.8870;−19.9357;23.0000;−33.625;−14.499;−15.114;
42.2360;3.6953;8.8870;−19.9357;23.0000;−29.694;−9.221;−8.943;
42.2420;3.6953;8.8870;−19.9357;23.0000;−29.694;−9.221;−8.943;
42.2850;4.3114;8.8768;−19.7769;23.0000;−31.892;−9.221;−8.943;
42.3050;4.3114;8.8768;−19.7769;23.0000;−30.402;−6.410;−6.233;
42.3750;4.3114;8.8768;−19.7769;23.0000;−33.909;−3.665;−7.255;
42.4420;4.3114;8.8768;−19.7769;20.0000;−33.909;−3.665;−7.255;
42.4450;4.3114;8.8768;−19.7769;20.0000;−25.324;−5.765;−2.325;
42.4850;6.8512;9.7031;−19.4393;20.0000;−33.402;−5.765;−2.325;
42.5150;6.8512;9.7031;−19.4393;20.0000;−34.716;−9.375;−5.674;
42.5850;6.8512;9.7031;−19.4393;20.0000;−30.607;−2.780;1.628;
42.6410;6.8512;9.7031;−19.4393;21.0000;−30.607;−2.780;1.628;
42.6550;6.8512;9.7031;−19.4393;21.0000;−41.575;1.720;−3.722;
42.6860;8.9498;9.5277;−19.6334;21.0000;−48.741;1.720;−3.722;
42.7250;8.9498;9.5277;−19.6334;21.0000;−34.583;−5.765;2.957;
42.7950;8.9498;9.5277;−19.6334;21.0000;−38.734;−5.637;−0.571;
42.8420;8.9498;9.5277;−19.6334;22.0000;−38.734;−5.637;−0.571;
42.8650;8.9498;9.5277;−19.6334;22.0000;−42.319;0.598;1.345;
42.8860;10.1498;10.3644;−19.1049;22.0000;−43.663;0.598;1.345;
42.9350;10.1498;10.3644;−19.1049;22.0000;−40.294;−4.174;0.597;
43.0050;10.1498;10.3644;−19.1049;22.0000;−42.027;−3.847;−0.949;
43.0430;10.1498;10.3644;−19.1049;21.0000;−42.027;−3.847;−0.949;
43.0750;10.1498;10.3644;−19.1049;21.0000;−43.438;−3.109;−1.856;
43.0850;10.5579;12.7044;−19.2523;21.0000;−39.185;−3.109;−1.856;
43.1450;10.5579;12.7044;−19.2523;21.0000;−40.338;−2.679;−2.901;
43.2150;10.5579;12.7044;−19.2523;21.0000;−38.241;−7.152;−3.625;
43.2420;10.5579;12.7044;−19.2523;21.0000;−38.241;−7.152;−3.625;
43.2860;10.5579;12.7044;−19.2523;21.0000;−36.140;−8.868;−2.194;
43.2870;8.5468;14.0895;−17.7990;21.0000;−29.036;−8.868;−2.194;
43.3550;8.5468;14.0895;−17.7990;21.0000;−29.364;−5.820;−1.117;
43.4250;8.5468;14.0895;−17.7990;21.0000;−32.440;1.828;−0.141;
43.4430;8.5468;14.0895;−17.7990;22.0000;−32.440;1.828;−0.141;
43.4860;7.7394;15.5973;−18.4512;22.0000;−27.426;1.828;−0.141;
43.4950;7.7394;15.5973;−18.4512;22.0000;−34.205;1.646;−8.100;
43.5660;7.7394;15.5973;−18.4512;22.0000;−36.449;5.953;−7.682;
43.6350;7.7394;15.5973;−18.4512;22.0000;−37.752;4.165;−10.972;
43.6420;7.7394;15.5973;−18.4512;20.0000;−37.752;4.165;−10.972;
43.6890;6.4559;17.2072;−18.6228;20.0000;−31.825;4.165;−10.972;
43.7050;6.4559;17.2072;−18.6228;20.0000;−34.782;2.305;−16.554;
43.7750;6.4559;17.2072;−18.6228;20.0000;−30.596;−0.941;−12.510;
43.8400;6.4559;17.2072;−18.6228;18.0000;−30.596;−0.941;−12.510;
43.8450;6.4559;17.2072;−18.6228;18.0000;−25.711;−4.402;−7.757;
43.8850;6.1824;17.9566;−19.5856;18.0000;−24.403;−4.402;−7.757;
43.9150;6.1824;17.9566;−19.5856;18.0000;−24.099;−8.510;−8.970;
43.9850;6.1824;17.9566;−19.5856;18.0000;−23.184;−9.398;−8.105;
44.0410;6.1824;17.9566;−19.5856;0.0000;−23.184;−9.398;−8.105;
44.0550;6.1824;17.9566;−19.5856;0.0000;−25.445;−8.700;−10.811;
44.0850;3.5770;16.7894;−19.3815;0.0000;−20.253;−8.700;−10.811;
44.1250;3.5770;16.7894;−19.3815;0.0000;−21.284;−6.436;−11.279;
44.1950;3.5770;16.7894;−19.3815;0.0000;−17.810;−11.828;−8.813;
44.2400;3.5770;16.7894;−19.3815;0.0000;−17.810;−11.828;−8.813;
44.2650;3.5770;16.7894;−19.3815;0.0000;−20.276;−3.706;−9.210;
44.2850;2.6116;16.0291;−19.2301;0.0000;−18.207;−3.706;−9.210;
44.3340;2.6116;16.0291;−19.2301;0.0000;−10.363;0.637;−0.837;
44.4040;2.6116;16.0291;−19.2301;0.0000;−8.237;0.266;0.905;
44.4410;2.6116;16.0291;−19.2301;0.0000;−8.237;0.266;0.905;
44.4750;2.6116;16.0291;−19.2301;0.0000;−7.890;2.980;1.583;
44.4850;3.7768;15.5223;−19.9235;0.0000;−12.573;2.980;1.583;
44.5450;3.7768;15.5223;−19.9235;0.0000;−2.816;−6.687;8.263;
44.6150;3.7768;15.5223;−19.9235;0.0000;−4.267;−7.267;6.945;
44.6410;3.7768;15.5223;−19.9235;0.0000;−4.267;−7.267;6.945;
44.6860;3.7768;15.5223;−19.9235;0.0000;−7.227;−7.670;4.245;
44.6870;1.7212;14.9431;−20.7357;0.0000;−0.591;−7.670;4.245;
44.7550;1.7212;14.9431;−20.7357;0.0000;−7.142;−12.121;−1.808;
44.8250;1.7212;14.9431;−20.7357;0.0000;−11.770;−11.887;−6.125;
44.8420;1.7212;14.9431;−20.7357;0.0000;−11.770;−11.887;−6.125;
44.8850;−0.1335;15.2121;−21.7435;0.0000;−6.452;−11.887;−6.125;
44.8950;−0.1335;15.2121;−21.7435;0.0000;−9.635;−11.655;−8.992;
44.9650;−0.1335;15.2121;−21.7435;0.0000;−10.556;−7.311;−9.138;
45.0350;−0.1335;15.2121;−21.7435;0.0000;−5.657;−2.292;−4.549;
45.0410;−0.1335;15.2121;−21.7435;0.0000;−5.657;−2.292;−4.549;
45.0850;−1.2738;15.9478;−22.1393;0.0000;−1.656;−2.292;−4.549;
45.1050;−1.2738;15.9478;−22.1393;0.0000;−14.272;6.525;−12.104;
45.1750;−1.2738;15.9478;−22.1393;0.0000;−9.561;1.663;−9.967;
45.2410;−1.2738;15.9478;−22.1393;0.0000;−9.561;1.663;−9.967;
45.2450;−1.2738;15.9478;−22.1393;0.0000;−20.643;−0.407;−19.165;
45.2850;−3.2016;17.6637;−21.0481;0.0000;−12.306;−0.407;−19.165;
45.3150;−3.2016;17.6637;−21.0481;0.0000;−2.153;−1.419;−10.489;
45.3850;−3.2016;17.6637;−21.0481;0.0000;1.008;−11.767;−7.625;
45.4410;−3.2016;17.6637;−21.0481;0.0000;1.008;−11.767;−7.625;
45.4550;−3.2016;17.6637;−21.0481;0.0000;4.771;−10.011;−3.908;
45.4850;−5.0350;17.0504;−20.4097;0.0000;10.101;−10.011;−3.908;
45.5250;−5.0350;17.0504;−20.4097;0.0000;7.067;−13.405;−6.600;
45.5970;−5.0350;17.0504;−20.4097;0.0000;7.296;−9.397;−6.782;
45.6420;−5.0350;17.0504;−20.4097;0.0000;7.296;−9.397;−6.782;
45.6650;−5.0350;17.0504;−20.4097;0.0000;10.605;−5.968;−4.057;
45.6850;−4.0609;16.0651;−20.8820;0.0000;8.060;−5.968;−4.057;
45.7350;−4.0609;16.0651;−20.8820;0.0000;13.453;2.779;−1.275;
45.8050;−4.0609;16.0651;−20.8820;0.0000;17.926;3.846;1.857;
45.8400;−4.0609;16.0651;−20.8820;0.0000;17.926;3.846;1.857;
45.8750;−4.0609;16.0651;−20.8820;0.0000;0.191;4.883;−10.877;
45.8850;−2.3697;15.6671;−20.7364;0.0000;−6.538;4.883;−10.877;
45.9450;−2.3697;15.6671;−20.7364;0.0000;−2.929;−2.582;−8.850;
46.0160;−2.3697;15.6671;−20.7364;0.0000;0.615;−1.656;−6.040;
46.0400;−2.3697;15.6671;−20.7364;0.0000;0.615;−1.656;−6.040;
46.0860;−2.3697;15.6671;−20.7364;0.0000;−4.346;−4.044;−10.089;
46.0870;−2.5850;14.4990;−21.2353;0.0000;−4.207;−4.044;−10.089;
46.1540;−2.5850;14.4990;−21.2353;0.0000;−8.481;−6.992;−13.736;
46.2250;−2.5850;14.4990;−21.2353;0.0000;−10.565;−13.402;−16.472;
46.2410;−2.5850;14.4990;−21.2353;0.0000;−10.565;−13.402;−16.472;
46.2850;−2.9934;11.1901;−22.1223;0.0000;−12.005;−13.402;−16.472;
46.2950;−2.9934;11.1901;−22.1223;0.0000;−8.192;−8.493;−13.016;
46.3650;−2.9934;11.1901;−22.1223;0.0000;−8.562;6.196;−11.077;
46.4350;−2.9934;11.1901;−22.1223;0.0000;10.439;2.006;−2.780;
46.4410;−2.9934;11.1901;−22.1223;0.0000;10.439;2.006;−2.780;
46.4850;−4.9972;11.3141;−21.3665;0.0000;20.547;2.006;−2.780;
46.5050;−4.9972;11.3141;−21.3665;0.0000;−6.948;−11.797;−18.116;
46.5750;−4.9972;11.3141;−21.3665;0.0000;15.033;−6.669;−3.476;
46.6420;−4.9972;11.3141;−21.3665;0.0000;15.033;−6.669;−3.476;
46.6450;−4.9972;11.3141;−21.3665;0.0000;8.668;−6.456;−7.703;
46.6850;−4.0549;12.7573;−20.8421;0.0000;4.649;−6.456;−7.703;
46.7150;−4.0549;12.7573;−20.8421;0.0000;0.925;−6.685;−10.350;
46.7850;−4.0549;12.7573;−20.8421;0.0000;12.575;−9.278;−1.354;
46.8410;−4.0549;12.7573;−20.8421;0.0000;12.575;−9.278;−1.354;
46.8550;−4.0549;12.7573;−20.8421;0.0000;14.488;−0.185;−2.031;
46.8860;−2.9451;12.4132;−21.4520;0.0000;9.921;−0.185;−2.031;
46.9250;−2.9451;12.4132;−21.4520;0.0000;10.466;−6.252;−0.623;
46.9950;−2.9451;12.4132;−21.4520;0.0000;26.064;4.737;6.083;
47.0400;−2.9451;12.4132;−21.4520;9.0000;26.064;4.737;6.083;
47.0650;−2.9451;12.4132;−21.4520;9.0000;6.824;−1.777;−3.673;
47.0850;1.2453;10.3634;−21.6678;9.0000;−13.419;−1.777;−3.673;
47.1350;1.2453;10.3634;−21.6678;9.0000;−5.357;−0.721;0.656;
47.2050;1.2453;10.3634;−21.6678;9.0000;2.689;−2.372;4.685;
47.2410;1.2453;10.3634;−21.6678;7.0000;2.689;−2.372;4.685;
47.2750;1.2453;10.3634;−21.6678;7.0000;−7.058;−1.604;−0.297;
47.2850;3.8628;10.0250;−20.9325;7.0000;−20.527;−1.604;−0.297;
47.3450;3.8628;10.0250;−20.9325;7.0000;−17.703;−4.329;0.457;
47.4150;3.8628;10.0250;−20.9325;7.0000;−20.426;−4.567;−1.308;
47.4400;3.8628;10.0250;−20.9325;8.0000;−20.426;−4.567;−1.308;
47.4860;3.8628;10.0250;−20.9325;8.0000;−25.687;−0.736;−2.990;
47.4870;4.1861;9.6499;−21.1461;8.0000;−28.045;−0.736;−2.990;
47.5550;4.1861;9.6499;−21.1461;8.0000;−41.353;4.676;−7.758;
47.6250;4.1861;9.6499;−21.1461;8.0000;−42.445;5.852;−7.399;
47.6400;4.1861;9.6499;−21.1461;2.0000;−42.445;5.852;−7.399;
47.6850;3.9306;9.7879;−20.9971;2.0000;−40.736;5.852;−7.399;
47.6950;3.9306;9.7879;−20.9971;2.0000;−43.643;−2.520;−17.659;
47.7650;3.9306;9.7879;−20.9971;2.0000;−32.093;−9.869;−11.880;
47.8350;3.9306;9.7879;−20.9971;2.0000;−21.632;−7.577;−2.753;
47.8410;3.9306;9.7879;−20.9971;8.0000;−21.632;−7.577;−2.753;
47.8850;3.1755;8.4608;−20.9385;8.0000;−20.583;−7.577;−2.753;
47.9040;3.1755;8.4608;−20.9385;8.0000;−22.458;−5.400;−3.060;
47.9750;3.1755;8.4608;−20.9385;8.0000;−21.321;−6.100;−2.663;
48.0430;3.1755;8.4608;−20.9385;7.0000;−21.321;−6.100;−2.663;
48.0450;3.1755;8.4608;−20.9385;7.0000;−23.424;−5.885;−3.824;
48.0860;3.5108;8.1814;−21.0114;7.0000;−25.540;−5.885;−3.824;
48.1150;3.5108;8.1814;−21.0114;7.0000;−24.562;−6.214;−3.383;
48.1850;3.5108;8.1814;−21.0114;7.0000;−17.142;−8.883;0.046;
48.2430;3.5108;8.1814;−21.0114;5.0000;−17.142;−8.883;0.046;
48.2550;3.5108;8.1814;−21.0114;5.0000;−6.026;1.772;7.351;
48.2860;5.0685;8.0720;−19.6197;5.0000;−18.673;1.772;7.351;
48.3250;5.0685;8.0720;−19.6197;5.0000;−39.487;1.912;−3.083;
48.3950;5.0685;8.0720;−19.6197;5.0000;−36.029;2.389;−0.598;
48.4410;5.0685;8.0720;−19.6197;5.0000;−36.029;2.389;−0.598;
48.4660;5.0685;8.0720;−19.6197;5.0000;−29.901;−8.282;−3.306;
48.4850;7.3202;7.6927;−19.0189;5.0000;−39.251;−8.282;−3.306;
48.5350;7.3202;7.6927;−19.0189;5.0000;−40.905;−10.499;−6.440;
48.6050;7.3202;7.6927;−19.0189;5.0000;−38.393;−9.557;−3.447;
48.6410;7.3202;7.6927;−19.0189;6.0000;−38.393;−9.557;−3.447;
48.6750;7.3202;7.6927;−19.0189;6.0000;−36.085;−10.479;−2.055;
48.6860;4.8507;4.9299;−18.4818;6.0000;−33.981;−10.479;−2.055;
48.7450;4.8507;4.9299;−18.4818;6.0000;−42.919;−3.458;−2.337;
48.8150;4.8507;4.9299;−18.4818;6.0000;−59.695;0.667;−10.340;
48.8410;4.8507;4.9299;−18.4818;5.0000;−59.695;0.667;−10.340;
48.8860;4.8507;4.9299;−18.4818;5.0000;−64.138;5.302;−5.874;
48.8870;5.3488;5.1265;−18.3996;5.0000;−64.319;5.302;−5.874;
48.9550;5.3488;5.1265;−18.3996;5.0000;−61.621;−1.921;−16.947;
49.0250;5.3488;5.1265;−18.3996;5.0000;−61.563;2.033;−9.559;
49.0410;5.3488;5.1265;−18.3996;5.0000;−61.563;2.033;−9.559;
49.0850;6.0372;6.7135;−18.8252;5.0000;−56.166;2.033;−9.559;
49.0950;6.0372;6.7135;−18.8252;5.0000;−50.284;−0.131;−6.507;
49.1650;6.0372;6.7135;−18.8252;5.0000;−40.492;−6.064;−4.062;
49.2350;6.0372;6.7135;−18.8252;5.0000;−39.923;−8.709;−5.621;
49.2410;6.0372;6.7135;−18.8252;3.0000;−39.923;−8.709;−5.621;
49.2860;6.7944;7.1220;−18.8952;3.0000;−41.350;−8.709;−5.621;
49.3050;6.7944;7.1220;−18.8952;3.0000;−41.190;−7.251;−4.347;
49.3790;6.7944;7.1220;−18.8952;3.0000;−47.445;−3.771;−6.933;
49.4430;6.7944;7.1220;−18.8952;3.0000;−47.445;−3.771;−6.933;
49.4450;6.7944;7.1220;−18.8952;3.0000;−32.527;−11.275;−0.046;
49.4860;7.0017;7.1921;−18.3271;3.0000;−33.414;−11.275;−0.046;
49.5150;7.0017;7.1921;−18.3271;3.0000;−38.408;3.779;7.066;
49.5850;7.0017;7.1921;−18.3271;3.0000;−54.996;4.969;−3.208;
49.6430;7.0017;7.1921;−18.3271;3.0000;−54.996;4.969;−3.208;
49.6550;7.0017;7.1921;−18.3271;3.0000;−39.707;−1.308;2.108;
49.6870;8.4095;6.5775;−18.7486;3.0000;−47.737;−1.308;2.108;
49.7250;8.4095;6.5775;−18.7486;3.0000;−50.471;−3.096;−2.325;
49.7950;8.4095;6.5775;−18.7486;3.0000;−52.555;−0.511;−1.215;
49.8430;8.4095;6.5775;−18.7486;3.0000;−52.555;−0.511;−1.215;
49.8650;8.4095;6.5775;−18.7486;3.0000;−57.351;1.384;−3.623;
49.8860;8.8535;6.6831;−18.6630;3.0000;−58.055;1.384;−3.623;
49.9350;8.8535;6.6831;−18.6630;3.0000;−56.160;−2.508;−7.111;
50.0050;8.8535;6.6831;−18.6630;3.0000;−52.400;−4.604;−5.186;
50.0420;8.8535;6.6831;−18.6630;3.0000;−52.400;−4.604;−5.186;
50.0750;8.8535;6.6831;−18.6630;3.0000;−62.867;3.066;−7.496;
50.0850;7.9994;6.0277;−17.7619;3.0000;−63.395;3.066;−7.496;
50.1450;7.9994;6.0277;−17.7619;3.0000;−63.337;4.244;−4.814;
